from_stop_id,to_stop_id,transfer_type,min_transfer_time
7465515,7465515,2,300
7465516,7465516,3,
7465518,7465518,3,
7465519,7465519,3,
7465520,7465520,3,
7465521,7465521,3,
7465522,7465522,3,
7465523,7465523,3,
7465524,7465524,3,
7465525,7465525,3,
7465526,7465526,3,
7465527,7465527,3,
7465528,7465528,3,
7465529,7465529,3,
7465530,7465530,3,
7465531,7465531,3,
7465533,7465533,2,300
7465534,7465534,3,
7465535,7465535,3,
7465536,7465536,3,
7465537,7465537,3,
7465538,7465538,3,
7465539,7465539,2,300
7465540,7465540,3,
7465541,7465541,3,
7465542,7465542,3,
7465543,7465543,3,
7465544,7465544,3,
7465545,7465545,2,300
7465546,7465546,3,
7465547,7465547,3,
7465548,7465548,3,
7465549,7465549,3,
7465550,7465550,3,
7465551,7465551,3,
7465552,7465552,3,
7465553,7465553,2,300
7465556,7465556,2,300
7465557,7465557,3,
7465558,7465558,3,
7465559,7465559,3,
7465560,7465560,3,
7465561,7465561,3,
7465562,7465562,3,
7465563,7465563,3,
7465564,7465564,3,
7465565,7465565,3,
7465566,7465566,2,300
7465567,7465567,2,300
7465568,7465568,3,
7465569,7465569,3,
7465570,7465570,3,
7465571,7465571,3,
7465572,7465572,3,
7465573,7465573,3,
7465574,7465574,3,
7465575,7465575,3,
7465576,7465576,3,
7465577,7465577,3,
7465578,7465578,3,
7465579,7465579,3,
7465580,7465580,3,
7465581,7465581,3,
7465582,7465582,3,
7465583,7465583,3,
7465584,7465584,3,
7465585,7465585,3,
7465586,7465586,3,
7465587,7465587,3,
7465588,7465588,2,300
7465589,7465589,3,
7465590,7465590,2,300
7465591,7465591,3,
7465592,7465592,3,
7465593,7465593,3,
7465594,7465594,3,
7465595,7465595,3,
7465596,7465596,3,
7465597,7465597,3,
7465598,7465598,3,
7465599,7465599,3,
7465600,7465600,3,
7465601,7465601,3,
7465602,7465602,3,
7465603,7465603,3,
7465604,7465604,3,
7465605,7465605,3,
7465606,7465606,3,
7465607,7465607,3,
7465608,7465608,3,
7465609,7465609,3,
7465610,7465610,3,
7465611,7465611,3,
7465613,7465613,3,
7465614,7465614,2,300
7465615,7465615,3,
7465616,7465616,3,
7465617,7465617,3,
7465618,7465618,3,
7465619,7465619,3,
7465620,7465620,3,
7465621,7465621,3,
7465622,7465622,3,
7465623,7465623,3,
7465624,7465624,3,
7465625,7465625,3,
7465626,7465626,2,420
7465627,7465627,2,300
7465628,7465628,2,300
7465629,7465629,2,300
7465630,7465630,3,
7465631,7465631,3,
7465633,7465633,3,
7465641,7465641,3,
7465654,7465654,3,
7465655,7465655,3,
7465656,7465656,3,
7465657,7465657,3,
7465658,7465658,3,
7465659,7465659,3,
7465660,7465660,3,
7465661,7465661,3,
7465662,7465662,3,
7465663,7465663,3,
7465664,7465664,3,
7465665,7465665,3,
7465666,7465666,3,
7465667,7465667,3,
7465668,7465668,3,
7465669,7465669,3,
7465670,7465670,3,
7465671,7465671,3,
7465672,7465672,3,
7465701,7465701,3,
7465702,7465702,3,
7465703,7465703,2,300
7465704,7465704,3,
7465705,7465705,3,
7465706,7465706,3,
7465707,7465707,3,
7465708,7465708,2,300
7465709,7465709,3,
7465710,7465710,2,300
7465711,7465711,3,
7465712,7465712,3,
7465713,7465713,3,
7465714,7465714,3,
7465715,7465715,3,
7465716,7465716,3,
7465717,7465717,2,300
7465718,7465718,3,
7465719,7465719,3,
7465720,7465720,3,
7465721,7465721,3,
7465722,7465722,3,
7465723,7465723,3,
7465724,7465724,3,
7465725,7465725,2,300
7465726,7465726,3,
7465727,7465727,3,
7465729,7465729,3,
7465731,7465731,3,
7465732,7465732,3,
7465733,7465733,3,
7465734,7465734,3,
7465735,7465735,3,
7465736,7465736,3,
7465737,7465737,3,
7465738,7465738,3,
7465739,7465739,3,
7465740,7465740,3,
7465741,7465741,3,
7465742,7465742,3,
7465743,7465743,3,
7465744,7465744,3,
7465745,7465745,3,
7465746,7465746,3,
7465747,7465747,3,
7465748,7465748,3,
7465749,7465749,3,
7465750,7465750,3,
7465751,7465751,3,
7465752,7465752,3,
7465753,7465753,3,
7465754,7465754,3,
7465755,7465755,3,
7465756,7465756,3,
7465757,7465757,3,
7465758,7465758,3,
7465759,7465759,3,
7465760,7465760,3,
7465761,7465761,3,
7465762,7465762,2,300
7465763,7465763,3,
7465764,7465764,3,
7465765,7465765,3,
7465766,7465766,3,
7465767,7465767,3,
7465768,7465768,3,
7465769,7465769,3,
7465770,7465770,3,
7465771,7465771,3,
7465772,7465772,3,
7465773,7465773,3,
7465774,7465774,3,
7465775,7465775,3,
7465776,7465776,3,
7465777,7465777,3,
7465778,7465778,3,
7465779,7465779,3,
7465780,7465780,3,
7465781,7465781,3,
7465782,7465782,3,
7465783,7465783,3,
7465784,7465784,3,
7465785,7465785,3,
7465786,7465786,3,
7465787,7465787,3,
7465788,7465788,3,
7465789,7465789,3,
7465790,7465790,3,
7465791,7465791,3,
7465792,7465792,3,
7465793,7465793,3,
7465794,7465794,3,
7465795,7465795,3,
7465796,7465796,3,
7465797,7465797,3,
7465798,7465798,3,
7465799,7465799,3,
7465800,7465800,3,
7465801,7465801,3,
7465802,7465802,2,300
7465803,7465803,3,
7465804,7465804,3,
7465805,7465805,3,
7465806,7465806,3,
7465807,7465807,3,
7465808,7465808,3,
7465809,7465809,3,
7465810,7465810,3,
7465811,7465811,3,
7465812,7465812,3,
7465813,7465813,3,
7465814,7465814,3,
7465815,7465815,3,
7465816,7465816,3,
7465817,7465817,3,
7465818,7465818,3,
7465819,7465819,3,
7465820,7465820,3,
7465821,7465821,3,
7465822,7465822,3,
7465823,7465823,3,
7465824,7465824,3,
7465825,7465825,3,
7465826,7465826,3,
7465827,7465827,3,
7465828,7465828,3,
7465829,7465829,3,
7465830,7465830,3,
7465831,7465831,3,
7465832,7465832,3,
7465833,7465833,3,
7465834,7465834,3,
7465835,7465835,3,
7465836,7465836,3,
7465837,7465837,3,
7465838,7465838,3,
7465839,7465839,3,
7465840,7465840,3,
7465841,7465841,3,
7465842,7465842,3,
7465843,7465843,3,
7465844,7465844,3,
7465845,7465845,3,
7465846,7465846,3,
7465847,7465847,3,
7465848,7465848,3,
7465849,7465849,3,
7465850,7465850,2,60
7465851,7465851,3,
7465852,7465852,3,
7465853,7465853,3,
7465854,7465854,3,
7465855,7465855,3,
7465857,7465857,3,
7465858,7465858,3,
7465859,7465859,3,
7465860,7465860,3,
7465861,7465861,3,
7465862,7465862,3,
7465863,7465863,3,
7465864,7465864,3,
7465865,7465865,3,
7465866,7465866,3,
7465867,7465867,3,
7465868,7465868,3,
7465869,7465869,3,
7465870,7465870,3,
7465871,7465871,3,
7465872,7465872,3,
7465873,7465873,3,
7465874,7465874,3,
7465875,7465875,3,
7465876,7465876,3,
7465877,7465877,3,
7465878,7465878,3,
7465879,7465879,3,
7465880,7465880,3,
7465881,7465881,3,
7465882,7465882,3,
7465883,7465883,3,
7465884,7465884,3,
7465885,7465885,3,
7465886,7465886,3,
7465887,7465887,3,
7465888,7465888,3,
7465889,7465889,3,
7465890,7465890,3,
7465891,7465891,3,
7465892,7465892,3,
7465893,7465893,3,
7465894,7465894,3,
7465895,7465895,3,
7465896,7465896,3,
7465897,7465897,3,
7465898,7465898,3,
7465899,7465899,3,
7465900,7465900,3,
7465901,7465901,3,
7465902,7465902,3,
7465903,7465903,3,
7465904,7465904,3,
7465905,7465905,3,
7465906,7465906,3,
7465907,7465907,3,
7465908,7465908,3,
7465909,7465909,3,
7465910,7465910,3,
7465911,7465911,3,
7465912,7465912,3,
7465913,7465913,3,
7465914,7465914,3,
7466090,7466090,3,
7466093,7466093,3,
7466098,7466098,3,
7466099,7466099,3,
7466100,7466100,3,
7466101,7466101,3,
7466102,7466102,3,
7466103,7466103,3,
7466104,7466104,3,
7466105,7466105,3,
7466106,7466106,3,
7466107,7466107,3,
7466108,7466108,3,
7466109,7466109,3,
7466110,7466110,3,
7466111,7466111,3,
7466112,7466112,2,300
7466113,7466113,3,
7466114,7466114,3,
7466115,7466115,3,
7466116,7466116,3,
7466117,7466117,2,
7466119,7466119,3,
7466120,7466120,3,
7466121,7466121,3,
7466122,7466122,3,
7466123,7466123,3,
7466124,7466124,3,
7466125,7466125,3,
7466126,7466126,3,
7466127,7466127,3,
7466128,7466128,3,
7466130,7466130,3,
7466131,7466131,3,
7466132,7466132,3,
7466133,7466133,3,
7466134,7466134,3,
7466135,7466135,3,
7466136,7466136,2,300
7466137,7466137,3,
7466138,7466138,3,
7466139,7466139,3,
7466141,7466141,3,
7466142,7466142,3,
7466143,7466143,3,
7466144,7466144,3,
7466145,7466145,3,
7466146,7466146,3,
7466147,7466147,3,
7466148,7466148,3,
7466149,7466149,3,
7466151,7466151,3,
7466152,7466152,3,
7466153,7466153,3,
7466154,7466154,3,
7466155,7466155,3,
7466156,7466156,3,
7466157,7466157,3,
7466158,7466158,3,
7466160,7466160,3,
7466161,7466161,3,
7466162,7466162,3,
7466163,7466163,3,
7466164,7466164,3,
7466173,7466173,3,
7466175,7466175,3,
7466181,7466181,2,300
7466182,7466182,3,
7466183,7466183,3,
7466184,7466184,3,
7466185,7466185,2,300
7466186,7466186,3,
7466187,7466187,3,
7466188,7466188,3,
7466189,7466189,3,
7466190,7466190,3,
7466191,7466191,3,
7466192,7466192,3,
7466193,7466193,3,
7466194,7466194,2,300
7466195,7466195,2,300
7466196,7466196,2,300
7466197,7466197,3,
7466198,7466198,3,
7466199,7466199,3,
7466200,7466200,3,
7466201,7466201,2,300
7466202,7466202,2,300
7466203,7466203,3,
7466204,7466204,3,
7466206,7466206,3,
7466207,7466207,2,300
7466208,7466208,3,
7466209,7466209,3,
7466210,7466210,3,
7466211,7466211,3,
7466212,7466212,3,
7466213,7466213,3,
7466214,7466214,3,
7466215,7466215,3,
7466216,7466216,3,
7466217,7466217,3,
7466218,7466218,3,
7466219,7466219,3,
7466220,7466220,3,
7466221,7466221,3,
7466222,7466222,2,300
7466223,7466223,3,
7466224,7466224,3,
7466225,7466225,3,
7466226,7466226,3,
7466227,7466227,3,
7466228,7466228,3,
7466229,7466229,3,
7466230,7466230,3,
7466231,7466231,3,
7466232,7466232,3,
7466233,7466233,3,
7466234,7466234,3,
7466235,7466235,3,
7466236,7466236,3,
7466237,7466237,3,
7466239,7466239,3,
7466240,7466240,3,
7466241,7466241,3,
7466242,7466242,3,
7466243,7466243,3,
7466244,7466244,3,
7466245,7466245,3,
7466246,7466246,3,
7466247,7466247,3,
7466248,7466248,3,
7466249,7466249,2,
7466250,7466250,3,
7466251,7466251,3,
7466252,7466252,3,
7466253,7466253,3,
7466254,7466254,2,
7466255,7466255,3,
7466256,7466256,3,
7466257,7466257,3,
7466258,7466258,3,
7466259,7466259,3,
7466260,7466260,3,
7466261,7466261,3,
7466262,7466262,2,300
7466263,7466263,3,
7466264,7466264,3,
7466265,7466265,3,
7466266,7466266,3,
7466267,7466267,3,
7466268,7466268,3,
7466270,7466270,2,300
7466271,7466271,3,
7466272,7466272,3,
7466273,7466273,3,
7466274,7466274,3,
7466275,7466275,3,
7466276,7466276,3,
7466277,7466277,3,
7466278,7466278,3,
7466279,7466279,3,
7466280,7466280,3,
7466281,7466281,3,
7466282,7466282,2,300
7466283,7466283,3,
7466284,7466284,2,300
7466285,7466285,3,
7466286,7466286,3,
7466287,7466287,3,
7466288,7466288,3,
7466289,7466289,3,
7466290,7466290,2,300
7466291,7466291,2,300
7466292,7466292,3,
7466293,7466293,3,
7466294,7466294,3,
7466295,7466295,3,
7466296,7466296,3,
7466297,7466297,3,
7466298,7466298,3,
7466299,7466299,3,
7466300,7466300,3,
7466301,7466301,3,
7466302,7466302,2,300
7466303,7466303,3,
7466304,7466304,3,
7466305,7466305,3,
7466307,7466307,3,
7466308,7466308,3,
7466309,7466309,3,
7466310,7466310,3,
7466311,7466311,3,
7466312,7466312,3,
7466314,7466314,3,
7466315,7466315,3,
7466316,7466316,3,
7466319,7466319,2,300
7466320,7466320,3,
7466321,7466321,3,
7466322,7466322,3,
7466323,7466323,3,
7466324,7466324,2,300
7466325,7466325,3,
7466326,7466326,3,
7466327,7466327,3,
7466328,7466328,3,
7466329,7466329,3,
7466330,7466330,3,
7466331,7466331,3,
7466332,7466332,3,
7466333,7466333,3,
7466334,7466334,3,
7466335,7466335,3,
7466336,7466336,3,
7466337,7466337,3,
7466338,7466338,3,
7466339,7466339,3,
7466340,7466340,3,
7466341,7466341,3,
7466342,7466342,3,
7466343,7466343,3,
7466344,7466344,3,
7466345,7466345,3,
7466346,7466346,3,
7466347,7466347,3,
7466349,7466349,3,
7466350,7466350,3,
7466351,7466351,2,300
7466352,7466352,3,
7466353,7466353,3,
7466354,7466354,3,
7466355,7466355,3,
7466356,7466356,3,
7466357,7466357,3,
7466358,7466358,3,
7466359,7466359,3,
7466360,7466360,2,300
7466361,7466361,3,
7466362,7466362,3,
7466363,7466363,3,
7466364,7466364,3,
7466365,7466365,3,
7466366,7466366,3,
7466367,7466367,3,
7466368,7466368,3,
7466369,7466369,3,
7466370,7466370,3,
7466371,7466371,3,
7466372,7466372,2,300
7466373,7466373,3,
7466374,7466374,3,
7466375,7466375,3,
7466376,7466376,3,
7466377,7466377,3,
7466378,7466378,3,
7466379,7466379,2,300
7466380,7466380,3,
7466381,7466381,3,
7466382,7466382,3,
7466383,7466383,3,
7466384,7466384,3,
7466385,7466385,3,
7466386,7466386,2,300
7466387,7466387,3,
7466388,7466388,3,
7466389,7466389,3,
7466390,7466390,3,
7466391,7466391,3,
7466392,7466392,3,
7466393,7466393,3,
7466394,7466394,3,
7466395,7466395,3,
7466396,7466396,3,
7466397,7466397,3,
7466398,7466398,3,
7466399,7466399,3,
7466400,7466400,3,
7466401,7466401,3,
7466402,7466402,3,
7466403,7466403,3,
7466404,7466404,3,
7466405,7466405,3,
7466406,7466406,2,300
7466407,7466407,3,
7466408,7466408,3,
7466409,7466409,3,
7466410,7466410,3,
7466411,7466411,3,
7466412,7466412,3,
7466413,7466413,3,
7466414,7466414,3,
7466415,7466415,3,
7466416,7466416,3,
7466417,7466417,3,
7466418,7466418,3,
7466419,7466419,2,
7466420,7466420,3,
7466421,7466421,3,
7466422,7466422,3,
7466423,7466423,3,
7466424,7466424,3,
7466425,7466425,3,
7466426,7466426,3,
7466427,7466427,3,
7466428,7466428,3,
7466429,7466429,3,
7466430,7466430,3,
7466431,7466431,3,
7466432,7466432,3,
7466433,7466433,3,
7466434,7466434,3,
7466435,7466435,3,
7466436,7466436,3,
7466437,7466437,3,
7466438,7466438,3,
7466439,7466439,3,
7466440,7466440,3,
7466441,7466441,3,
7466442,7466442,3,
7466443,7466443,3,
7466444,7466444,3,
7466445,7466445,3,
7466446,7466446,3,
7466447,7466447,3,
7466448,7466448,2,
7466449,7466449,3,
7466450,7466450,3,
7466451,7466451,3,
7466452,7466452,3,
7466453,7466453,3,
7466454,7466454,3,
7466455,7466455,3,
7466456,7466456,3,
7466457,7466457,3,
7466458,7466458,3,
7466459,7466459,2,
7466460,7466460,3,
7466461,7466461,3,
7466462,7466462,3,
7466463,7466463,3,
7466464,7466464,3,
7466465,7466465,3,
7466466,7466466,2,300
7466467,7466467,3,
7466468,7466468,3,
7466469,7466469,3,
7466470,7466470,3,
7466471,7466471,3,
7466472,7466472,3,
7466473,7466473,3,
7466474,7466474,3,
7466475,7466475,3,
7466476,7466476,2,60
7466477,7466477,3,
7466478,7466478,3,
7466479,7466479,3,
7466480,7466480,3,
7466481,7466481,3,
7466482,7466482,3,
7466483,7466483,3,
7466484,7466484,3,
7466485,7466485,3,
7466486,7466486,3,
7466487,7466487,3,
7466488,7466488,3,
7466489,7466489,3,
7466490,7466490,2,300
7466491,7466491,3,
7466492,7466492,3,
7466493,7466493,3,
7466494,7466494,2,300
7466495,7466495,3,
7466496,7466496,3,
7466497,7466497,3,
7466498,7466498,3,
7466499,7466499,3,
7466500,7466500,3,
7466501,7466501,3,
7466502,7466502,3,
7466503,7466503,3,
7466504,7466504,3,
7466505,7466505,3,
7466506,7466506,3,
7466507,7466507,3,
7466508,7466508,2,300
7466509,7466509,3,
7466510,7466510,3,
7466511,7466511,3,
7466512,7466512,3,
7466513,7466513,3,
7466514,7466514,3,
7466515,7466515,3,
7466516,7466516,3,
7466517,7466517,3,
7466518,7466518,3,
7466519,7466519,3,
7466520,7466520,3,
7466521,7466521,3,
7466522,7466522,3,
7466523,7466523,3,
7466524,7466524,3,
7466525,7466525,3,
7466526,7466526,3,
7466527,7466527,2,180
7466528,7466528,3,
7466529,7466529,3,
7466530,7466530,2,300
7466531,7466531,3,
7466532,7466532,3,
7466533,7466533,3,
7466535,7466535,3,
7466536,7466536,3,
7466537,7466537,3,
7466538,7466538,3,
7466539,7466539,3,
7466540,7466540,3,
7466541,7466541,3,
7466542,7466542,2,300
7466543,7466543,2,300
7466544,7466544,2,300
7466545,7466545,2,360
7466546,7466546,3,
7466547,7466547,3,
7466548,7466548,3,
7466549,7466549,3,
7466550,7466550,3,
7466551,7466551,3,
7466552,7466552,3,
7466553,7466553,2,300
7466554,7466554,3,
7466555,7466555,3,
7466556,7466556,3,
7466558,7466558,3,
7466559,7466559,2,300
7466560,7466560,2,300
7466561,7466561,3,
7466562,7466562,3,
7466563,7466563,3,
7466564,7466564,3,
7466565,7466565,3,
7466566,7466566,2,300
7466567,7466567,2,300
7466568,7466568,3,
7466570,7466570,3,
7466571,7466571,3,
7466572,7466572,3,
7466573,7466573,3,
7466574,7466574,3,
7466575,7466575,3,
7466576,7466576,2,300
7466577,7466577,3,
7466578,7466578,3,
7466579,7466579,3,
7466580,7466580,3,
7466581,7466581,3,
7466582,7466582,3,
7466583,7466583,3,
7466584,7466584,2,300
7466585,7466585,3,
7466586,7466586,3,
7466587,7466587,3,
7466588,7466588,3,
7466589,7466589,3,
7466590,7466590,3,
7466591,7466591,3,
7466592,7466592,3,
7466593,7466593,3,
7466594,7466594,3,
7466595,7466595,3,
7466599,7466599,2,300
7466600,7466600,3,
7466602,7466602,3,
7466605,7466605,2,300
7466606,7466606,3,
7466607,7466607,3,
7466608,7466608,3,
7466609,7466609,3,
7466610,7466610,2,300
7466611,7466611,2,300
7466612,7466612,3,
7466613,7466613,3,
7466614,7466614,2,300
7466615,7466615,3,
7466617,7466617,3,
7466619,7466619,2,300
7466620,7466620,3,
7466621,7466621,2,300
7466622,7466622,3,
7466623,7466623,3,
7466625,7466625,3,
7466627,7466627,2,300
7466628,7466628,2,300
7466629,7466629,3,
7466630,7466630,3,
7466631,7466631,3,
7466632,7466632,3,
7466633,7466633,3,
7466634,7466634,3,
7466635,7466635,2,300
7466636,7466636,3,
7466637,7466637,3,
7466638,7466638,3,
7466639,7466639,3,
7466640,7466640,2,300
7466641,7466641,3,
7466642,7466642,3,
7466643,7466643,3,
7466644,7466644,3,
7466645,7466645,3,
7466646,7466646,3,
7466647,7466647,3,
7466649,7466649,3,
7466667,7466667,2,300
7466668,7466668,3,
7466669,7466669,3,
7466670,7466670,2,300
7466671,7466671,3,
7466672,7466672,3,
7466673,7466673,3,
7466674,7466674,3,
7466675,7466675,3,
7466676,7466676,3,
7466677,7466677,3,
7466678,7466678,3,
7466679,7466679,2,300
7466680,7466680,3,
7466681,7466681,3,
7466682,7466682,3,
7466683,7466683,3,
7466684,7466684,3,
7466685,7466685,3,
7466686,7466686,3,
7466687,7466687,3,
7466688,7466688,3,
7466689,7466689,3,
7466690,7466690,3,
7466691,7466691,3,
7466692,7466692,3,
7466693,7466693,3,
7466694,7466694,3,
7466695,7466695,3,
7466696,7466696,3,
7466697,7466697,3,
7466698,7466698,3,
7466699,7466699,3,
7466700,7466700,2,300
7466701,7466701,3,
7466702,7466702,3,
7466703,7466703,2,300
7466704,7466704,2,300
7466705,7466705,2,300
7466706,7466706,3,
7466707,7466707,3,
7466708,7466708,3,
7466709,7466709,3,
7466710,7466710,3,
7466711,7466711,3,
7466712,7466712,3,
7466713,7466713,3,
7466714,7466714,3,
7466715,7466715,3,
7466716,7466716,3,
7466717,7466717,3,
7466718,7466718,3,
7466719,7466719,3,
7466720,7466720,3,
7466721,7466721,3,
7466722,7466722,3,
7466723,7466723,3,
7466724,7466724,3,
7466725,7466725,3,
7466726,7466726,3,
7466727,7466727,3,
7466728,7466728,3,
7466729,7466729,3,
7466730,7466730,3,
7466731,7466731,2,300
7466732,7466732,3,
7466733,7466733,3,
7466742,7466742,3,
7466743,7466743,3,
7466744,7466744,2,300
7466745,7466745,3,
7466746,7466746,3,
7466747,7466747,3,
7466748,7466748,3,
7466749,7466749,3,
7466750,7466750,3,
7466751,7466751,2,300
7466754,7466754,3,
7466755,7466755,2,300
7466756,7466756,2,300
7466757,7466757,3,
7466758,7466758,3,
7466759,7466759,2,300
7466760,7466760,3,
7466761,7466761,3,
7466763,7466763,2,300
7466766,7466766,3,
7466767,7466767,3,
7466768,7466768,3,
7466769,7466769,3,
7466770,7466770,3,
7466771,7466771,3,
7466772,7466772,3,
7466773,7466773,3,
7466774,7466774,3,
7466775,7466775,2,300
7466776,7466776,3,
7466777,7466777,2,300
7466778,7466778,3,
7466779,7466779,3,
7466780,7466780,3,
7466781,7466781,3,
7466782,7466782,3,
7466783,7466783,2,300
7466784,7466784,3,
7466785,7466785,2,300
7466786,7466786,3,
7466787,7466787,3,
7466788,7466788,3,
7466789,7466789,3,
7466790,7466790,3,
7466791,7466791,3,
7466792,7466792,3,
7466793,7466793,3,
7466794,7466794,3,
7466795,7466795,3,
7466796,7466796,3,
7466797,7466797,3,
7466798,7466798,3,
7466799,7466799,3,
7466800,7466800,3,
7466801,7466801,3,
7466802,7466802,3,
7466803,7466803,3,
7466804,7466804,3,
7466805,7466805,3,
7466806,7466806,3,
7466807,7466807,3,
7466808,7466808,3,
7466809,7466809,3,
7466810,7466810,3,
7466811,7466811,3,
7466812,7466812,3,
7466813,7466813,3,
7466814,7466814,3,
7466815,7466815,3,
7466816,7466816,3,
7466817,7466817,3,
7466818,7466818,3,
7466819,7466819,3,
7466820,7466820,3,
7466821,7466821,3,
7466822,7466822,3,
7466823,7466823,3,
7466824,7466824,3,
7466825,7466825,3,
7466826,7466826,3,
7466827,7466827,3,
7466828,7466828,3,
7466829,7466829,3,
7466830,7466830,3,
7466831,7466831,3,
7466832,7466832,3,
7466833,7466833,3,
7466834,7466834,3,
7466835,7466835,3,
7466836,7466836,3,
7466837,7466837,3,
7466838,7466838,3,
7466839,7466839,3,
7466840,7466840,3,
7466841,7466841,3,
7466842,7466842,3,
7466843,7466843,3,
7466844,7466844,3,
7466845,7466845,2,300
7466846,7466846,3,
7466848,7466848,3,
7466849,7466849,3,
7466850,7466850,3,
7466851,7466851,3,
7466852,7466852,3,
7466853,7466853,3,
7466854,7466854,3,
7466855,7466855,3,
7466856,7466856,3,
7466857,7466857,3,
7466858,7466858,3,
7466859,7466859,3,
7466860,7466860,3,
7466861,7466861,3,
7466862,7466862,3,
7466863,7466863,3,
7466864,7466864,3,
7466865,7466865,3,
7466866,7466866,3,
7466867,7466867,3,
7466868,7466868,3,
7466869,7466869,3,
7466870,7466870,3,
7466871,7466871,3,
7466872,7466872,3,
7466873,7466873,3,
7466874,7466874,3,
7466875,7466875,3,
7466876,7466876,3,
7466877,7466877,3,
7466878,7466878,2,300
7466879,7466879,3,
7466880,7466880,3,
7466881,7466881,2,300
7466882,7466882,3,
7466883,7466883,3,
7466884,7466884,3,
7466885,7466885,3,
7466886,7466886,2,300
7466887,7466887,3,
7466888,7466888,2,300
7466889,7466889,3,
7466890,7466890,3,
7466891,7466891,3,
7466892,7466892,3,
7466893,7466893,3,
7466894,7466894,3,
7466895,7466895,3,
7466896,7466896,3,
7466897,7466897,3,
7466898,7466898,3,
7466899,7466899,3,
7466900,7466900,2,300
7466901,7466901,3,
7466902,7466902,3,
7466903,7466903,3,
7466904,7466904,3,
7466905,7466905,3,
7466906,7466906,3,
7466907,7466907,3,
7466908,7466908,3,
7466909,7466909,3,
7466910,7466910,3,
7466911,7466911,3,
7466912,7466912,3,
7466913,7466913,3,
7466914,7466914,2,300
7466915,7466915,3,
7466916,7466916,3,
7466917,7466917,3,
7466918,7466918,3,
7466919,7466919,3,
7466920,7466920,3,
7466921,7466921,3,
7466922,7466922,3,
7466923,7466923,3,
7466924,7466924,3,
7466925,7466925,3,
7466926,7466926,3,
7466927,7466927,3,
7466928,7466928,3,
7466929,7466929,3,
7466931,7466931,3,
7466932,7466932,3,
7466933,7466933,3,
7466934,7466934,3,
7466935,7466935,3,
7466936,7466936,3,
7466937,7466937,2,300
7466938,7466938,2,300
7466939,7466939,3,
7466940,7466940,3,
7466941,7466941,2,300
7466942,7466942,2,300
7466943,7466943,3,
7466944,7466944,2,300
7466945,7466945,3,
7466946,7466946,3,
7466947,7466947,3,
7466948,7466948,2,300
7466949,7466949,3,
7466950,7466950,2,300
7466951,7466951,3,
7466952,7466952,3,
7466953,7466953,3,
7466954,7466954,3,
7466955,7466955,3,
7466956,7466956,3,
7466957,7466957,3,
7466958,7466958,3,
7466959,7466959,3,
7466960,7466960,3,
7466961,7466961,2,300
7466963,7466963,3,
7466964,7466964,3,
7466965,7466965,3,
7466966,7466966,3,
7466967,7466967,3,
7466968,7466968,2,300
7466969,7466969,2,300
7466970,7466970,3,
7466971,7466971,3,
7466972,7466972,3,
7466973,7466973,3,
7466974,7466974,2,300
7466975,7466975,3,
7466976,7466976,3,
7466977,7466977,3,
7466978,7466978,3,
7466979,7466979,3,
7466980,7466980,2,300
7466981,7466981,2,300
7466982,7466982,3,
7466983,7466983,3,
7466984,7466984,3,
7466985,7466985,3,
7466986,7466986,3,
7466987,7466987,3,
7466988,7466988,3,
7466989,7466989,3,
7466990,7466990,2,300
7466991,7466991,2,300
7466992,7466992,3,
7466993,7466993,3,
7466994,7466994,3,
7466995,7466995,3,
7466996,7466996,3,
7466997,7466997,3,
7466998,7466998,3,
7466999,7466999,2,300
7467000,7467000,3,
7467001,7467001,2,300
7467003,7467003,3,
7467004,7467004,3,
7467005,7467005,3,
7467006,7467006,3,
7467007,7467007,3,
7467009,7467009,3,
7467010,7467010,3,
7467011,7467011,3,
7467012,7467012,3,
7467013,7467013,3,
7467014,7467014,3,
7467015,7467015,3,
7467016,7467016,3,
7467017,7467017,3,
7467018,7467018,3,
7467019,7467019,3,
7467020,7467020,3,
7467021,7467021,3,
7467022,7467022,3,
7467023,7467023,3,
7467024,7467024,3,
7467025,7467025,3,
7467026,7467026,3,
7467027,7467027,3,
7467028,7467028,3,
7467030,7467030,2,300
7467031,7467031,3,
7467032,7467032,3,
7467033,7467033,3,
7467034,7467034,3,
7467035,7467035,2,300
7467036,7467036,3,
7467037,7467037,3,
7467038,7467038,3,
7467039,7467039,3,
7467040,7467040,3,
7467041,7467041,3,
7467042,7467042,3,
7467043,7467043,3,
7467044,7467044,3,
7467045,7467045,3,
7467046,7467046,3,
7467047,7467047,3,
7467048,7467048,3,
7467049,7467049,3,
7467050,7467050,3,
7467051,7467051,3,
7467052,7467052,3,
7467053,7467053,3,
7467054,7467054,3,
7467055,7467055,3,
7467059,7467059,3,
7467060,7467060,3,
7467061,7467061,3,
7467062,7467062,3,
7467063,7467063,3,
7467064,7467064,3,
7467065,7467065,3,
7467066,7467066,3,
7467067,7467067,3,
7467068,7467068,3,
7467069,7467069,3,
7467070,7467070,3,
7467071,7467071,2,300
7467077,7467077,3,
7467095,7467095,3,
7467096,7467096,3,
7467097,7467097,3,
7467098,7467098,3,
7467099,7467099,3,
7467100,7467100,3,
7467101,7467101,3,
7467102,7467102,3,
7467103,7467103,3,
7467104,7467104,3,
7467105,7467105,3,
7467106,7467106,3,
7467107,7467107,3,
7467108,7467108,3,
7467109,7467109,3,
7467110,7467110,2,300
7467111,7467111,3,
